,LotArea,1stFlrSF,2ndFlrSF,GrLivArea,OpenPorchSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageArea,Street,SalePrice
916,17778,2497,0,2497,0,2,0,2,1,7,1981,1981,676.0,Pave,180770.649792036
917,11700,1152,0,1152,126,1,1,3,1,7,1968,1968,412.0,Pave,188714.148087543
918,8000,1403,1008,2411,192,2,1,4,1,8,1970,1970,570.0,Pave,191393.608594076
919,8723,1082,0,1082,0,1,0,3,1,6,1969,1969,480.0,Pave,174016.157494425
920,11700,1295,0,1295,194,1,1,3,1,6,1968,1968,528.0,Pave,183189.685319552
921,11358,1610,0,1610,0,2,0,3,1,8,1972,1987,515.0,Pave,183621.508757866
922,9547,1594,0,1594,80,2,0,2,1,6,1993,1993,472.0,Pave,168991.29635758
923,10530,1091,984,2075,86,2,1,3,1,8,1993,1993,473.0,Pave,185306.650665866
924,10738,1093,0,1093,0,2,0,3,1,6,1966,1966,484.0,Pave,189030.680303208
925,10800,1052,0,1052,133,1,0,3,1,6,1963,1963,311.0,Pave,179208.665698449
926,8050,1107,0,1107,64,1,0,3,1,5,1967,1993,308.0,Pave,174901.452792889
927,10899,1224,0,1224,0,2,0,2,2,8,1964,1964,530.0,Pave,168337.406544343
928,7450,1074,0,1074,72,1,0,2,1,6,1956,1956,396.0,Pave,158234.96461859
929,14357,1187,0,1187,0,1,0,2,1,6,1961,1961,440.0,Pave,179562.453368834
930,8243,964,0,964,0,1,0,3,1,5,1961,1961,784.0,Pave,174176.391640607
931,8680,894,0,894,0,1,0,3,1,5,1960,1960,312.0,Pave,173931.531845427
932,8800,1200,0,1200,0,2,0,3,1,6,1966,1966,440.0,Pave,184111.729429665
933,9200,1042,0,1042,0,2,0,3,1,5,1965,1965,440.0,Pave,179374.482001188
934,8800,845,1309,2154,0,2,1,5,1,8,1964,1997,539.0,Pave,207348.811884535
935,11382,1374,0,1374,28,1,0,3,1,7,1964,1964,286.0,Pave,186983.419339031
936,22002,1652,0,1652,0,1,1,3,1,6,1959,1991,510.0,Pave,206779.094049527
937,12172,908,0,908,24,1,0,2,1,4,1940,1996,512.0,Pave,177472.074683935
938,5000,666,0,666,52,1,0,2,1,4,1946,1950,0.0,Pave,156727.948324862
939,3500,442,228,670,21,1,0,2,1,4,1945,1950,0.0,Pave,157090.568462479
940,5175,808,0,808,0,1,0,2,1,5,1958,2000,308.0,Pave,160387.032696693
941,9600,1150,0,1150,0,1,0,2,1,6,1955,1955,288.0,Pave,172410.28005086
942,8668,1560,0,1560,0,2,0,4,2,8,1968,1968,792.0,Pave,191603.365657467
943,10050,1280,0,1280,40,2,0,3,1,6,1966,1966,432.0,Pave,182152.207151253
944,9600,1254,0,1254,0,1,0,3,1,6,1961,1961,525.0,Pave,180161.697340702
945,8760,936,0,936,0,1,0,2,1,4,1957,1999,315.0,Pave,169652.235284283
946,6860,1008,0,1008,0,1,0,3,1,6,1956,1956,308.0,Pave,182503.520140218
947,8250,1053,0,1053,0,1,0,3,1,6,1963,1963,692.0,Pave,179714.630677039
948,9100,1144,0,1144,0,1,0,3,1,6,1960,1960,336.0,Pave,180282.570719908
949,9736,1721,0,1721,0,1,0,4,1,8,1957,1969,464.0,Pave,192600.338060371
950,9770,922,0,922,34,1,0,2,1,5,1957,1957,308.0,Pave,166115.491248565
951,12198,1411,0,1411,82,1,0,3,1,7,1955,1975,310.0,Pave,186379.553524443
952,10050,1216,0,1216,0,1,0,3,1,5,1955,1955,336.0,Pave,184361.992258449
953,11556,1154,0,1154,0,1,1,3,1,6,1953,2006,336.0,Pave,186220.965458121
954,8078,1560,0,1560,0,2,0,4,2,8,1958,1958,484.0,Pave,198176.47090687
955,10950,948,0,948,48,1,0,2,1,5,1952,1952,410.0,Pave,168437.776500131
956,7942,1040,0,1040,0,1,0,3,1,6,1953,1953,293.0,Pave,178003.582312015
957,8540,925,0,925,0,1,0,3,1,5,1956,2003,252.0,Pave,179180.469244588
958,7150,1040,500,1540,0,1,0,4,1,7,1955,1955,352.0,Pave,191930.561104806
959,8400,925,0,925,0,1,0,3,1,5,1955,1955,390.0,Pave,175590.266214964
960,9532,1647,0,1647,0,1,0,3,1,6,1953,1953,280.0,Pave,176713.19307219
961,15783,924,0,924,324,1,0,2,1,6,1952,1952,420.0,Pave,180159.090947005
962,14190,1000,544,1544,0,2,0,3,1,7,1890,2006,0.0,Pave,188090.100808026
963,12099,1216,0,1728,0,1,0,3,1,7,1953,2004,371.0,Pave,186184.717727913
964,21281,1308,1778,3086,208,3,1,4,1,9,1935,2007,1200.0,Pave,223055.588672278
965,10284,845,436,1281,0,2,0,1,1,6,1925,1993,580.0,Pave,158270.753116401
966,10800,751,783,1534,112,1,1,3,1,6,1895,1999,0.0,Pave,184733.12846644
967,10090,1035,616,1651,46,2,0,4,1,6,1963,1999,276.0,Pave,199926.378957429
968,8700,888,0,888,0,1,0,3,1,5,1961,1961,240.0,Pave,175075.785166001
969,8300,952,0,952,0,1,0,3,1,5,1968,1968,288.0,Pave,180917.925148076
970,7200,1238,0,1238,171,1,1,3,1,6,1950,1950,357.0,Pave,182067.760625207
971,7500,1040,0,1040,0,1,0,3,1,6,1959,2003,286.0,Pave,178238.60191545
972,7315,1170,0,1170,0,1,0,3,1,6,1958,1958,338.0,Pave,173454.944606532
973,7903,1242,0,1242,0,1,1,3,1,6,1960,1960,324.0,Pave,176821.936262814
974,8000,1377,0,1377,0,1,0,3,1,6,1960,1960,351.0,Pave,183642.191304235
975,7000,925,0,925,0,1,0,3,1,7,1961,1961,300.0,Pave,177254.582741058
976,6600,864,0,864,0,1,0,2,1,5,1962,1962,294.0,Pave,168715.950111702
977,6760,936,0,936,90,1,0,3,1,6,1962,1962,288.0,Pave,180096.931198144
978,6978,960,0,960,0,1,0,2,1,5,1926,1980,576.0,Pave,160620.728178758
979,6000,866,430,1296,0,1,0,3,1,6,1927,1950,576.0,Pave,175286.544392273
980,4480,1022,0,1022,122,1,0,2,1,4,1922,1950,184.0,Pave,153494.783276297
981,3153,967,0,967,0,1,0,2,1,5,1920,1990,180.0,Pave,156407.65915545
982,7200,1072,0,1072,0,1,0,2,1,5,1940,1950,379.0,Pave,162162.525245786
983,9000,680,494,1174,26,1,0,2,1,6,1900,2006,576.0,Pave,166809.886827197
984,5925,761,380,1141,0,1,0,3,1,6,1900,1950,252.0,Pave,172929.156408918
985,9639,1156,642,1798,0,2,1,4,1,7,1900,1950,342.0,Pave,193514.330894137
986,10337,909,863,1772,0,2,1,3,1,7,1910,1999,816.0,Pave,181612.141603756
987,9863,914,728,1642,0,1,1,4,1,9,1927,1950,374.0,Pave,191745.386377068
988,4571,616,616,1232,0,1,0,3,1,6,1910,1950,480.0,Pave,171369.325038261
989,8398,991,659,1650,103,2,0,3,1,6,1910,1990,468.0,Pave,184425.470567051
990,3600,687,671,1358,32,1,1,3,1,6,1930,2005,336.0,Pave,170563.252355189
991,13500,1312,1142,2454,148,2,0,3,1,8,1879,1987,576.0,Pave,184522.369240168
992,8626,968,0,968,0,1,0,2,1,5,1956,1956,331.0,Pave,164968.947931153
993,11800,1382,0,1382,40,2,0,1,1,6,1949,2002,384.0,Pave,157939.621592364
994,6854,916,144,1060,65,1,0,1,1,6,1925,1994,308.0,Pave,151520.381580069
995,8674,910,525,1435,33,1,0,3,1,6,1950,1950,308.0,Pave,176129.508722531
996,6125,728,546,1274,0,2,0,3,1,6,1939,1998,224.0,Pave,171112.978971478
997,6000,608,624,1232,0,1,1,3,1,6,1939,1950,217.0,Pave,169762.081624282
998,6120,884,0,884,0,1,0,2,1,5,1939,1950,240.0,Pave,162246.828936295
999,6240,861,548,1409,0,1,1,3,1,6,1938,1950,528.0,Pave,171339.303381589
1000,6240,899,423,1322,0,1,0,4,1,7,1939,1952,280.0,Pave,189034.753653813
1001,6240,1014,412,1426,0,1,0,3,1,6,1930,1992,230.0,Pave,175758.873595981
1002,6120,903,378,1281,0,1,0,2,1,6,1926,1950,379.0,Pave,163351.721489893
1003,7755,1100,1164,2264,152,2,1,4,1,8,1918,1995,408.0,Pave,189806.546645026
1004,8850,752,624,1376,54,1,0,3,1,7,1920,1950,576.0,Pave,175370.990918319
1005,8550,960,356,1316,0,1,0,4,1,7,1926,1950,576.0,Pave,196895.599900301
1006,5700,672,672,1344,0,1,1,3,1,6,1929,1990,456.0,Pave,176905.917994834
1007,5680,933,240,1173,25,2,0,3,1,7,1901,1950,240.0,Pave,176866.557227858
1008,5680,969,245,1214,0,1,0,2,1,6,1901,1950,216.0,Pave,163590.677170026
1009,13200,1497,797,2294,110,3,0,5,1,9,1963,1963,658.0,Pave,212693.502958393
1010,9780,976,976,1952,0,1,1,4,1,8,1950,2005,299.0,Pave,192686.931747717
1011,10320,1138,1042,2180,0,1,1,3,1,7,1915,1950,720.0,Pave,181578.684951827
1012,4330,838,477,1315,0,2,0,3,1,5,1958,1958,436.0,Pave,166475.457581812
1013,10320,866,504,1484,211,2,0,3,1,6,1910,1950,264.0,Pave,185998.255166219
1014,12888,1262,1005,2267,0,1,1,3,1,7,1937,1980,498.0,Pave,185527.714877908
1015,4484,778,504,1282,88,1,0,2,1,4,1942,1979,240.0,Pave,159027.118197683
1016,11235,999,0,999,176,1,0,3,1,6,1963,1963,308.0,Pave,181169.654933769
1017,11235,1452,0,1452,0,1,0,2,1,6,1964,1980,572.0,Pave,176732.915304722
1018,14299,1005,0,1005,0,1,0,3,1,5,1964,1964,440.0,Pave,191619.294648838
1019,14149,1020,0,1020,0,2,0,3,1,5,1964,2001,528.0,Pave,189114.303789324
1020,11677,1040,0,1040,90,1,0,3,1,6,1966,1966,264.0,Pave,180934.635330334
1021,8425,868,0,868,0,1,0,2,1,6,1971,1990,576.0,Pave,164573.372223048
1022,8665,897,0,897,0,1,0,3,1,5,1968,1968,264.0,Pave,173902.011270196
1023,8398,943,0,943,0,1,0,2,1,5,1967,1967,528.0,Pave,165625.127741229
1024,8169,912,0,912,0,1,0,3,1,6,1966,1966,315.0,Pave,179555.219570787
1025,14175,1375,0,1375,0,1,0,3,1,6,1956,1998,323.0,Pave,196899.720661579
1026,16779,1567,1087,2654,570,3,0,4,1,11,1920,1996,638.0,Pave,207566.12470446
1027,6960,798,504,1302,0,1,1,2,1,6,1940,1998,224.0,Pave,163899.981149274
1028,11375,1299,0,1299,0,1,0,3,1,6,1954,1995,494.0,Pave,189179.428177786
1029,13770,1176,0,1176,0,1,0,3,1,6,1958,1998,303.0,Pave,193892.880023125
1030,9000,998,0,998,0,1,0,3,1,5,1945,1950,460.0,Pave,178980.874331431
1031,11075,1522,0,1522,77,2,0,3,1,7,1984,1984,552.0,Pave,179749.876244365
1032,17541,1325,0,1325,42,2,0,3,1,6,1948,2005,576.0,Pave,197999.674975598
1033,22692,1630,0,1630,64,2,0,3,1,6,1953,1953,649.0,Pave,203717.470295797
1034,17808,1242,0,1242,0,1,0,2,1,4,1946,1950,336.0,Pave,185249.261156892
1035,12671,2422,0,2422,63,3,0,4,1,6,1954,1994,527.0,Pave,201691.208274848
1036,10512,988,638,1626,0,1,1,3,1,6,1954,1954,332.0,Pave,181956.548314794
1037,5400,864,0,864,0,1,0,3,1,6,1958,1958,399.0,Pave,171895.936275806
1038,11515,943,0,943,0,1,0,3,1,5,1958,1994,308.0,Pave,187245.168439419
1039,3869,1038,0,1038,105,2,0,2,1,5,1984,1984,264.0,Pave,157816.77461318
1040,9280,1342,0,1342,0,1,0,4,1,7,1951,1951,256.0,Pave,191702.912573325
1041,11100,1080,400,1480,0,1,0,4,1,7,1951,1994,253.0,Pave,198599.420028908
1042,7550,986,376,1362,0,2,0,4,1,7,1920,1950,280.0,Pave,187193.313676329
1043,23920,1105,717,1822,195,2,0,4,1,7,1984,1984,515.0,Pave,220514.993999535
1044,9317,1029,929,1958,93,2,1,3,1,7,1994,2001,499.0,Pave,181814.527595192
1045,9178,1651,0,1651,64,2,0,3,1,7,2007,2007,870.0,Pave,183750.755371907
1046,10481,2140,0,2140,32,2,1,3,1,8,2006,2007,894.0,Pave,183000.431679579
1047,10235,1651,0,1651,64,2,0,3,1,7,2007,2007,870.0,Pave,185830.971906573
1048,11750,1546,0,1546,42,2,0,3,1,7,2005,2006,796.0,Pave,185497.872344187
1049,8760,1500,0,1500,38,2,0,3,1,7,2006,2006,674.0,Pave,179613.437681321
1050,7242,1270,0,1270,96,2,0,2,1,6,2005,2006,524.0,Pave,164454.967963631
1051,9316,879,916,1795,111,2,1,3,1,7,2005,2006,578.0,Pave,185127.237217638
1052,8883,946,927,1873,48,2,1,3,1,7,1988,1988,619.0,Pave,178750.613844623
1053,20064,1743,0,1743,0,0,1,0,1,5,1976,1976,529.0,Pave,160927.61044889
1054,14217,1022,0,1022,0,1,0,3,1,6,1994,1994,747.0,Pave,192562.808057836
1055,10021,646,662,1308,54,2,1,3,1,6,1997,2006,497.0,Pave,180990.24148554
1056,8428,990,0,990,0,1,0,3,1,5,1994,1994,384.0,Pave,180064.941503122
1057,16561,1097,0,1097,0,1,1,3,1,6,1996,1996,242.0,Pave,196070.997393789
1058,10820,988,885,1873,123,2,1,3,1,7,1999,1999,597.0,Pave,180352.919019023
1059,12352,853,900,1753,74,2,1,3,1,7,1998,1999,534.0,Pave,183367.953769362
1060,9543,845,845,1690,103,2,1,3,1,7,2001,2001,517.0,Pave,176734.841494027
1061,8826,985,857,1842,96,2,1,3,1,7,2000,2000,486.0,Pave,180848.220765939
1062,11800,894,0,894,0,1,0,3,1,5,1974,1974,440.0,Pave,187806.059368823
1063,8660,1025,0,1025,0,2,0,3,1,6,1976,1976,370.0,Pave,180521.52640004
1064,9720,1009,0,1009,0,2,0,3,1,6,1977,1977,576.0,Pave,181502.754496154
1065,8982,1040,0,1040,0,1,1,3,1,5,1977,1977,748.0,Pave,174525.87942676
1066,16300,907,0,907,0,1,0,3,1,5,1977,1977,308.0,Pave,188927.984063168
1067,9675,879,0,879,80,1,0,3,1,5,1975,1975,440.0,Pave,184728.870431253
1068,7200,864,0,864,0,1,0,3,1,5,1972,2000,576.0,Pave,179857.975518011
1069,7200,875,0,875,0,1,0,3,1,5,1972,2006,728.0,Pave,180962.868071609
1070,11354,1673,0,1673,113,2,0,3,1,7,2000,2000,583.0,Pave,179194.066390078
1071,8749,992,940,1932,120,2,1,3,1,7,2003,2003,610.0,Pave,179591.789259484
1072,8158,860,869,1729,63,2,1,3,1,7,2002,2002,542.0,Pave,180638.463702549
1073,11927,1592,0,1592,35,2,0,3,1,7,1994,1995,484.0,Pave,185846.215131922
1074,12728,1531,908,2439,121,2,1,4,1,7,2001,2001,560.0,Pave,195174.031139141
1075,15295,1212,780,1992,32,2,1,3,1,7,1996,2002,608.0,Pave,192474.56829063
1076,17227,1341,0,1341,84,1,1,1,1,5,1999,2000,482.0,Pave,164200.595496827
1077,8145,738,738,1476,35,2,1,3,1,7,2007,2007,552.0,Pave,178403.094096818
1078,8769,1190,0,1190,41,2,0,2,1,5,2005,2005,578.0,Pave,170774.84018302
1079,8334,1330,0,1330,23,2,0,3,1,6,2006,2007,437.0,Pave,179879.945898337
1080,8333,738,753,1491,30,2,1,3,1,7,2006,2006,484.0,Pave,177668.192752792
1081,9045,768,768,1536,40,2,1,3,1,6,2005,2005,400.0,Pave,180174.328610725
1082,9825,936,0,936,0,1,0,2,1,4,1967,1967,384.0,Pave,170643.303572141
1083,8308,1088,0,1088,0,1,0,2,1,4,1963,1963,520.0,Pave,165448.004289838
1084,16287,901,450,1351,0,1,0,3,1,7,1925,1950,576.0,Pave,195531.754886222
1085,8240,1179,0,1179,0,1,0,2,1,5,1960,1960,622.0,Pave,165314.177682121
1086,6285,1044,0,1044,0,1,0,3,1,7,1976,1976,528.0,Pave,172532.757660882
1087,9555,1100,1133,2233,0,2,1,5,2,11,1979,1979,579.0,Pave,203310.218069877
1088,7023,734,674,1408,85,2,1,3,1,6,2005,2006,489.0,Pave,175090.062515883
1090,3675,1072,0,1072,44,1,0,2,1,5,2005,2005,525.0,Pave,155225.19006632
1091,6400,960,0,960,0,1,0,2,1,4,1959,2000,392.0,Pave,168322.342441945
1092,6882,1152,0,1152,0,2,0,2,2,6,1955,1955,0.0,Pave,165956.259265265
1093,8741,1195,0,1195,0,2,0,4,2,8,1946,1950,0.0,Pave,193956.817564124
1094,10042,740,125,865,0,1,0,2,1,4,1920,1995,216.0,Pave,171070.367893827
1095,8172,768,0,768,0,1,0,2,1,4,1955,1955,355.0,Pave,166285.243628001
1096,8172,864,0,864,0,1,0,3,1,5,1955,1955,528.0,Pave,182875.801346628
1097,10890,1296,1296,2592,742,2,0,6,2,12,1923,1950,0.0,Pave,218108.536769738
1098,7223,1422,0,1422,0,1,0,3,1,6,1926,1950,352.0,Pave,174378.777632042
1099,6821,759,539,1298,0,2,0,2,1,8,1921,2005,240.0,Pave,164731.316372391
1100,4000,567,531,1098,0,1,0,2,1,5,1930,1995,216.0,Pave,156969.695083273
1101,6720,851,585,1436,0,1,0,3,1,7,1921,1950,228.0,Pave,173388.854342604
1102,7155,686,775,1461,0,1,0,3,1,6,1926,1991,225.0,Pave,177559.628685119
1103,7230,867,851,1718,0,2,1,4,1,8,1927,1992,264.0,Pave,194297.789279905
1104,13108,1226,0,1226,24,1,1,2,1,7,1951,1951,400.0,Pave,174894.588364005
1105,7810,1230,525,1755,40,2,0,4,1,7,1930,2003,231.0,Pave,196544.144075798
1106,6221,760,595,1355,0,2,0,3,1,5,1941,1950,528.0,Pave,179036.158528149
1107,25485,1560,0,1560,75,1,1,3,1,6,1960,1960,580.0,Pave,211423.986511149
1108,21579,1488,0,1488,0,2,0,3,1,7,1968,1968,552.0,Pave,208156.398935188
1109,1782,529,516,1045,0,1,0,2,1,5,1980,1980,462.0,Pave,159233.941347257
1110,17871,1680,0,1680,0,2,0,4,1,7,1995,1996,628.0,Pave,210820.115134931
1111,3907,1020,0,1020,0,1,0,1,1,4,1988,1988,509.0,Pave,140196.10979821
1112,20693,1696,0,1696,146,2,0,3,1,7,1971,1971,625.0,Pave,198678.469082978
1113,18044,2726,0,2726,64,2,1,2,1,6,1986,1986,691.0,Pave,186818.610760803
1114,7000,720,495,1215,0,1,0,3,1,6,1940,1950,720.0,Pave,175044.797633861
1115,7288,936,665,1601,0,2,0,3,1,6,1925,2003,0.0,Pave,180031.162892704
1117,3672,816,0,816,0,1,0,2,1,5,1922,1950,100.0,Pave,159638.856165666
1118,11067,640,0,845,0,1,0,1,1,4,1939,1950,256.0,Pave,154287.264375509
1119,8250,1034,957,1991,0,2,0,4,2,9,1895,2006,0.0,Pave,191885.618181273
1120,6565,1073,0,1073,444,1,0,3,1,6,1957,1980,720.0,Pave,177503.378612934
1121,6060,1001,0,1001,0,1,0,2,1,5,1930,2007,216.0,Pave,166548.31684976
1122,5568,1625,0,1625,0,2,0,2,1,5,2006,2007,495.0,Pave,164475.14942856
1123,12150,1299,0,1299,0,2,0,2,1,5,1979,1979,486.0,Pave,167484.744857879
1124,10000,1392,0,1392,49,2,0,3,1,6,2002,2002,650.0,Pave,188683.160555403
1125,12864,1409,0,1409,144,1,1,1,1,4,2002,2002,576.0,Pave,162243.399502668
1126,9928,1478,0,1478,22,2,0,3,1,6,1991,1992,506.0,Pave,180807.213919103
1127,8750,918,0,918,84,1,0,3,0,4,1975,1975,360.0,Pave,176279.079637039
1128,8410,1026,0,1026,0,1,0,2,1,5,1974,1974,528.0,Pave,163438.959094218
1129,4054,1501,0,1501,0,2,0,2,1,5,1987,1987,512.0,Pave,161495.5393685
1130,19958,2279,0,2279,0,2,1,4,1,7,1958,1995,461.0,Pave,216032.303722443
1131,8368,1689,0,1689,39,2,0,3,1,7,2006,2007,433.0,Pave,176632.181541401
1132,8298,1564,0,1564,0,2,0,2,1,6,2006,2007,502.0,Pave,168743.001567144
1133,10331,1240,0,1240,0,2,0,3,1,6,1985,1985,528.0,Pave,183810.11848086
1134,6718,1312,0,1312,28,2,0,2,1,5,2001,2001,471.0,Pave,156794.36054728
1135,11305,1922,0,1922,64,2,0,2,1,6,2002,2002,692.0,Pave,169136.43011395
1136,7777,1491,0,1491,35,2,0,3,1,7,1996,1996,571.0,Pave,183203.318752456
1137,11800,1146,1340,2486,32,3,1,5,1,10,2003,2004,452.0,Pave,213252.926930889
1138,12633,1824,0,1824,36,2,0,3,1,8,2006,2007,932.0,Pave,190550.327866959
1140,6710,936,0,936,40,0,1,0,1,3,1996,1997,460.0,Pave,135751.318892816
1141,1504,546,546,1092,0,1,1,3,1,5,1972,1972,253.0,Pave,164228.45886894
1142,1533,530,462,992,97,1,0,2,1,4,1970,1970,297.0,Pave,153219.437030419
1143,1495,546,546,1092,64,1,1,3,1,5,1970,1970,0.0,Pave,164210.746523801
1144,1890,546,546,1092,0,1,1,3,1,6,1976,1976,286.0,Pave,163883.229117973
1145,9129,1008,0,1008,66,1,0,1,1,4,1977,1977,678.0,Pave,154892.776269956
1146,15957,1356,0,1356,0,2,0,3,1,6,1977,1977,528.0,Pave,197092.08733832
1147,33983,1676,0,1676,90,1,1,3,1,6,1977,1994,672.0,Pave,228148.376399122
1148,8286,716,716,1432,136,1,1,3,1,6,1977,1977,531.0,Pave,178680.587503997
1149,6723,796,0,796,0,1,0,2,1,5,1971,1971,0.0,Pave,165643.341167808
1150,27697,1608,0,1608,38,1,0,3,1,6,1961,1961,444.0,Pave,222406.642660249
1151,11000,1178,0,1178,44,1,1,3,1,6,1976,2003,502.0,Pave,184021.843582599
1152,11625,816,0,816,0,1,0,2,1,4,1983,1983,264.0,Pave,170871.094939159
1153,10447,887,0,887,0,1,0,3,1,5,1984,1984,288.0,Pave,189562.873697309
1154,11027,1293,0,1293,0,2,0,2,1,5,1954,1954,452.0,Pave,170591.884966356
1155,10533,1024,0,1024,0,1,0,2,1,5,1956,1956,313.0,Pave,172934.351682851
1156,11765,1797,0,1797,0,1,1,3,1,7,1957,1957,963.0,Pave,186425.069879189
1157,39384,1390,0,1390,189,1,1,1,1,4,1957,1957,550.0,Pave,218648.131133006
1158,11727,1851,0,1851,146,2,0,3,1,8,1969,1969,506.0,Pave,183035.606761141
1159,8238,813,712,1525,72,2,1,3,1,6,1997,1998,400.0,Pave,178378.906069427
1160,13041,781,890,1671,84,2,1,3,1,7,1995,1995,423.0,Pave,184516.716597846
1161,9783,821,955,1776,116,2,1,3,1,7,1996,1996,443.0,Pave,181419.5253183
1162,13128,1074,990,2064,119,2,1,4,1,7,2005,2005,527.0,Pave,196858.923438425
1163,13751,1700,512,2212,38,2,1,3,1,9,2005,2006,773.0,Pave,189228.701486278
1164,13108,2079,608,2687,12,2,1,4,1,9,1994,1994,618.0,Pave,208973.380761028
1165,8076,1169,0,1169,26,2,0,3,1,6,1993,1994,402.0,Pave,180269.86896412
1166,3701,1204,0,1204,70,2,0,2,1,5,1987,1987,461.0,Pave,159488.713683953
1167,16023,1414,1384,2798,37,3,1,3,1,11,2005,2006,670.0,Pave,191490.299507521
1168,18062,1528,1862,3390,34,3,1,5,1,10,2006,2006,758.0,Pave,228684.245137946
1169,12292,1102,1371,2473,39,2,1,4,1,11,2006,2006,675.0,Pave,201842.998700429
1170,16052,1850,848,2698,0,2,1,4,1,11,2006,2006,736.0,Pave,209242.82289186
1171,15922,1390,1405,2795,102,3,1,4,1,10,2005,2006,660.0,Pave,202357.62258493
1172,8147,1714,0,1714,55,2,0,2,1,7,2005,2005,517.0,Pave,168238.61218265
1173,18261,2000,0,2000,102,2,1,3,1,8,2005,2005,722.0,Pave,202524.12465369
1174,10464,1102,0,1102,22,1,0,2,1,5,1980,1980,582.0,Pave,170588.771929588
1175,10530,945,912,1857,105,2,1,4,1,8,1978,1978,482.0,Pave,198375.31512987
1176,9927,1083,0,1083,0,1,0,2,1,5,1976,1976,596.0,Pave,170636.827889889
1177,9512,960,1358,2318,246,2,1,3,1,8,2005,2006,541.0,Pave,181991.079479377
1178,10530,1109,766,1875,28,3,0,3,1,8,1975,2000,485.0,Pave,183994.54251844
1179,10000,1103,0,1103,84,2,0,3,1,6,1974,1974,462.0,Pave,182951.482193584
1180,7200,874,0,874,0,1,0,3,1,5,1971,1971,576.0,Pave,174126.297156192
1181,8773,1419,0,1419,68,2,0,2,1,4,2002,2002,543.0,Pave,170575.496742588
1182,2760,525,567,1092,0,1,1,3,1,6,1973,1973,440.0,Pave,175332.239869971
1183,2160,765,600,1365,36,1,1,3,1,7,1973,1973,440.0,Pave,167522.061539111
1184,1890,494,536,1030,0,1,1,3,1,6,1972,1972,264.0,Pave,168095.583738538
1185,1680,483,465,948,0,1,1,2,1,5,1972,1972,264.0,Pave,154406.415627461
1186,1680,525,567,1092,0,1,1,3,1,6,1972,1972,264.0,Pave,170996.973346087
1187,4043,1069,0,1069,55,2,0,2,1,4,1975,1975,440.0,Pave,159056.890245639
1188,7514,1387,0,1387,0,1,0,3,1,6,1967,1975,300.0,Pave,181373.6165193
1189,2280,1055,0,1055,29,2,0,2,1,4,1976,1976,319.0,Pave,152272.560975937
1190,2179,855,601,1456,28,2,1,3,1,6,1976,1976,460.0,Pave,168664.346821336
1191,16387,1738,851,2589,0,2,1,4,1,11,2006,2006,831.0,Pave,211007.008292301
1192,16163,1618,0,1618,0,2,0,2,1,6,2004,2004,880.0,Pave,182909.515032911
1193,12228,1740,0,1740,43,2,0,4,1,8,2006,2006,874.0,Pave,203926.829353303
1194,14780,1868,0,1868,56,2,0,2,1,7,2005,2005,1085.0,Pave,179082.825442944
1195,13975,1117,1089,2206,95,2,1,4,1,10,2005,2006,670.0,Pave,206260.099795032
1196,9942,1625,466,2091,84,2,1,3,1,8,2005,2006,521.0,Pave,181732.443415757
1197,12867,1209,1044,2253,142,2,1,3,1,8,2005,2006,575.0,Pave,189698.740693148
1198,10672,1054,1335,2389,64,2,1,4,1,10,2006,2006,672.0,Pave,203074.34678979
1199,11643,1544,814,2358,34,2,1,4,1,10,2005,2006,784.0,Pave,201670.634365666
1200,13758,1792,0,1792,49,2,0,2,1,6,2005,2006,925.0,Pave,173756.812589691
1201,14828,1780,0,1780,68,2,0,2,1,7,2004,2005,816.0,Pave,181387.076390881
1202,13215,1426,488,1914,127,2,1,3,1,9,2004,2004,746.0,Pave,184859.155270535
1203,5911,1565,0,1565,56,2,0,2,1,6,2005,2005,556.0,Pave,158313.615666777
1204,7740,1686,0,1686,100,2,0,1,1,6,2006,2006,899.0,Pave,151951.955409666
1205,6373,1666,0,1666,75,2,0,2,1,6,2006,2006,575.0,Pave,162537.52704471
1206,10237,728,728,1456,24,2,1,3,1,8,2005,2006,390.0,Pave,178998.337067854
1207,10237,738,754,1492,32,2,1,3,1,8,2006,2006,440.0,Pave,186732.584943041
1208,11660,1326,0,1326,0,2,0,3,1,6,2006,2006,427.0,Pave,187323.318406165
1209,11631,1052,1321,2373,46,2,1,4,1,9,2004,2005,632.0,Pave,199437.232798284
1210,9073,738,754,1492,32,2,1,3,1,8,2006,2006,440.0,Pave,185546.680858653
1211,3087,1364,0,1364,16,2,0,2,1,6,2006,2006,437.0,Pave,161595.015798593
1212,2938,1511,0,1511,30,2,0,2,1,5,2002,2002,398.0,Pave,154672.422763036
1213,3072,1548,0,1548,20,2,0,2,1,7,2004,2004,388.0,Pave,159355.710116165
1214,3010,1142,0,1142,0,2,0,2,1,6,2005,2006,440.0,Pave,155919.014077746
1215,9171,848,750,1598,48,2,1,3,1,7,2004,2005,433.0,Pave,182424.87095604
1216,8658,1008,881,1889,0,2,1,3,1,9,2000,2000,431.0,Pave,178100.589622319
1217,12104,1082,1240,2322,45,3,1,4,1,8,2006,2006,617.0,Pave,202577.900044456
1218,9660,1079,897,1976,31,2,1,3,1,7,1998,1998,885.0,Pave,177862.778940605
